Sample ID,Island,Latitude (degrees N),Longitude (degrees E),Rock name,Al2O3 (percent),Cr (ppm),Rb (ppm)
s_93-409 [5174],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT DE LA TOURMENTE,-49.50,70.50,"BASALT, TRANSITIONAL [5174]",13.85,69.00,7.40
s_93-479 [10516],KERGUELEN / MOUNT CAPITOLE,-48.55,68.50,BASALT [10516],12.95,69.00,8.86
s_TF41-2 [1501],CANARY ISLANDS / TENERIFE / LAS CANADAS CALDERA / DIEGO HERNANDEZ FORMATION,28.40,-16.55,BASALT [1501],15.60,69.00,27.00
T555,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,ol basalt,14.11,69.00,35.00
s_HV76 [16348],MARQUESAS / HIVA OA / TEMETIU / SHIELD STAGE,-9.76,-139.06,"THOLEIITE, OLIVINE [16348] / THOLEIITE [24718]",14.65,69.30,35.26
s_MT04 [16348],MARQUESAS / MOTANE / SHIELD STAGE,-9.96,-138.83,"THOLEIITE, OLIVINE [16348] / THOLEIITE [24718]",14.65,69.81,11.09
s_F14ñ11 [21239],CAPE VERDE ISLANDS / FOGO / AD 2014 ERUPTION,14.90,-24.35,TEPHRITE [21239],16.84,70.00,75.00
s_MA-75B [3348],MADEIRA ARCHIPELAGO / MADEIRA / SHIELD STAGE,32.75,-17.02,"BASALT, ALKALINE [3348] / NOT GIVEN [15508]",16.00,71.00,23.20
s_IB2202 [12148],ICELAND / ICELAND,65.18,-14.09,NOT GIVEN [12148],13.22,71.10,2.22
s_3-1931 [22929],SAMOAN ISLANDS / TUTUILA / SHIELD STAGE,-14.30,-170.70,HAWAIITE [22929],15.01,71.28,75.06
s_I1403 [12148],ICELAND / ICELAND,64.66,-14.38,NOT GIVEN [12148],13.41,71.40,1.36
s_I1401 [12148],ICELAND / ICELAND,64.65,-14.28,NOT GIVEN [12148],16.78,71.40,4.89
s_AZF-03-41 [16224],AZORES / FAIAL,38.79,-28.76,"BASALT, ALKALINE [16224]",15.95,71.90,26.60
s_69KLPA-8B [7517],HAWAIIAN ISLANDS / MOLOKAI / EAST MOLOKAI / POST-SHIELD STAGE / KALAUPAPA BASALT,21.18,-157.24,BASALT [7517],13.14,72.00,1.24
s_SN92-07B [600],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.78,-91.03,"BASALT, TRANSITIONAL [600] / BASALT [24087]",13.01,72.00,12.00
s_LTLV-02 [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],14.29,73.00,3.10
s_HO-11 [313],HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES,20.72,-156.17,"BASALT, ALKALINE [313] / BASALT [2820]",13.93,73.00,4.80
s_85 [481],ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,-15.95,-5.70,"BASALT, ALKALINE [481]",16.12,73.00,31.00
s_TF74 [1501],CANARY ISLANDS / TENERIFE / LAS CANADAS CALDERA / DIEGO HERNANDEZ FORMATION,28.28,-16.55,BASALT [1501],16.29,73.00,35.00
s_93-358 [5174],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT DE LA TOURMENTE,-49.50,70.50,"BASALT, ALKALINE [5174]",13.14,74.00,3.40
s_RP05 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.60,BASALT [1230],14.66,74.00,11.60
s_120D [811],AUSTRAL-COOK ISLANDS / RURUTU / YOUNG ATIU-TREND LAVAS,-22.42,-151.33,HAWAIITE [811],14.74,74.00,31.00
s_F-13 [7508],CAPE VERDE ISLANDS / FOGO / CALDERA STAGE,14.99,-24.38,NOT GIVEN [7508],14.09,74.00,47.90
s_69KLPA-9A [7517],HAWAIIAN ISLANDS / MOLOKAI / EAST MOLOKAI / POST-SHIELD STAGE / KALAUPAPA BASALT,21.18,-157.24,BASALT [7517],13.07,74.20,0.93
s_IB1609 [12148],ICELAND / ICELAND,65.14,-13.78,NOT GIVEN [12148],16.23,74.50,12.40
s_U14 F [6967],SAMOAN ISLANDS / UPOLU / FAGALOA SERIES,-13.94,-171.58,BASALT [6967],15.79,75.00,38.20
s_I2109 [12148],ICELAND / ICELAND,65.06,-15.02,NOT GIVEN [12148],13.30,75.30,6.40
s_I1305 [12148],ICELAND / ICELAND,64.63,-14.48,NOT GIVEN [12148],13.71,75.80,6.07
s_OR166 [4594],ICELAND / ICELAND / ÷RAEFAJ÷KULL,64.03,-16.68,BASALT [4594],14.38,76.00,4.10
s_H19 [9565],ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE,66.15,-16.15,"THOLEIITE, QUARTZ [9565]",13.94,76.00,4.20
s_NA27 [6897],AMSTERDAM-ST. PAUL / AMSTERDAM ISLAND,-37.83,77.55,BASALT [6897],15.45,76.00,9.10
s_OR177 [4594] / s_OR-177 [14498],ICELAND / ICELAND / ÷RAEFAJ÷KULL,64.03,-16.68,BASALT [4594] / NOT GIVEN [14498],16.53,76.00,10.00
s_SN-05-8 [11657],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.94,-90.94,NOT GIVEN [11657] / BASALT [24087],13.05,76.00,13.00
s_SN-05-6 [11657] / s_SN-05-06 [24087],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.94,-90.94,NOT GIVEN [11657] / BASALT [24087],13.30,76.00,13.00
s_FH17 [16348],MARQUESAS / FATU HIVA / TOUAOUHO / SHIELD STAGE,-10.43,-138.65,"THOLEIITE, OLIVINE [16348]",14.50,76.90,29.10
s_H20 [9565],ICELAND / ICELAND / EASTERN ICELAND RIFT ZONE,65.84,-16.40,"BASALT, THOLEIITIC [9565]",13.83,77.00,4.60
s_81-19 [999],KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,-49.00,69.00,"BASALT, TRANSITIONAL [999] / BASALT [997]",16.30,77.00,10.00
s_M5ACIDWASHED [1199] / s_MG-5 [17353],AUSTRAL-COOK ISLANDS / MANGAIA,-21.93,-157.93,"BASALT, ALKALINE [1199]",14.04,77.00,21.80
s_S16 [6967],SAMOAN ISLANDS / SAVAI^I,-13.48,-172.40,BASALT [6967],16.43,77.00,53.10
s_I1605 [12148],ICELAND / ICELAND,65.16,-13.65,NOT GIVEN [12148],14.54,77.70,4.39
s_IA1933 [14919],ICELAND / ICELAND / ASKJA,65.07,-16.64,BASALT [14919],13.44,77.70,8.41
s_IB1610 [12148],ICELAND / ICELAND,65.14,-13.78,NOT GIVEN [12148],16.16,77.90,7.18
s_SKV98-108 [10282],GALAPAGOS ISLANDS / PINTA (ABINGDON) / SHIELD STAGE,-0.61,-90.74,BASALT [10282],16.84,78.00,8.60
s_02AKA-6 [14053],HAWAIIAN ISLANDS / HAWAII / KOHALA / POST-SHIELD STAGE,20.04,-155.83,BASALT [14053],14.11,78.00,11.70
s_M6ACIDWASHED [1199] / s_MG-6 [17353],AUSTRAL-COOK ISLANDS / MANGAIA,-21.93,-157.93,"BASALT, ALKALINE [1199]",15.54,78.00,21.80
T482,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,ol basalt,14.41,78.00,48.00
s_I1303 [12148],ICELAND / ICELAND,64.61,-14.42,NOT GIVEN [12148],13.76,78.60,0.93
s_69KLPA-5A [7517],HAWAIIAN ISLANDS / MOLOKAI / EAST MOLOKAI / POST-SHIELD STAGE / KALAUPAPA BASALT,21.18,-157.24,BASALT [7517],11.32,79.00,0.50
s_93-365 [5174],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT DE LA TOURMENTE,-49.50,70.50,"BASALT, TRANSITIONAL [5174]",14.03,79.00,1.30
s_I259 [18177],ICELAND / ICELAND / RAUDHOLAR / EASTERN ICELAND RIFT ZONE / NUPARHRAUN FLOW,63.94,-17.70,BASALT [18177],13.93,79.00,6.30
s_I320 [18177],ICELAND / ICELAND / GRIMSV÷TN / EASTERN ICELAND RIFT ZONE / HALSAGIGARHRAUN FLOW,63.75,-18.36,BASALT [18177],15.09,79.00,6.30
s_720 [1634],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,TRACHYBASALT [1634],15.55,79.00,42.30
s_CY-19 [16910],CAPE VERDE ISLANDS / BRAVA,14.86,-24.75,NEPHELINITE [16910],13.79,79.00,60.00
s_TF59-2 [1501],CANARY ISLANDS / TENERIFE / LAS CANADAS CALDERA,28.26,-16.74,BASALT [1501],19.41,79.00,120.00
s_ALIA-D115-21 [12241],SAMOAN ISLANDS / SAVAI^I / SHIELD STAGE,-14.09,-172.90,TRACHYANDESITE [12241] / NOT GIVEN [16249],14.63,79.00,155.60
s_I1307 [12148],ICELAND / ICELAND,64.64,-14.51,NOT GIVEN [12148],15.70,79.70,5.03
s_J2-18-07 [9393],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE,19.44,-155.96,THOLEIITE [9393],13.69,80.00,7.20
s_H3 [9565],ICELAND / ICELAND,63.73,-18.24,"THOLEIITE, QUARTZ [9565]",13.57,80.00,7.30
s_GM92-57 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.50,"BASALT, TRANSITIONAL [973]",16.35,80.00,17.30
RA57,Rapa,-27.63,-144.34,,15.20,80.05,35.31
s_P10 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / SHIELD STAGE / TEDSIDE VOLCANICS,-25.07,-130.10,"BASALT, ALKALINE [756] / BASALT [23139]",16.17,80.37,32.09
G116,Gough,-40.32,-9.93,Trachybasalt,15.13,80.59,42.00
s_ALIA-DR103-04 [14912],SAMOAN ISLANDS / MANUA ISLANDS / OFU / SHIELD STAGE,-14.10,-169.90,NOT GIVEN [14912],14.34,80.70,23.49
s_GM92-43 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.50,"BASALT, TRANSITIONAL [973]",14.28,81.00,6.40
s_731 [1634],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,TRACHYBASALT [1634],17.19,81.00,47.90
s_RP21 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.60,BASALT [1230],14.86,82.00,16.00
s_TF71 [1501],CANARY ISLANDS / TENERIFE / LAS CANADAS CALDERA,28.23,-16.69,BASALT [1501],17.93,82.00,60.00
B167,Gough,-40.32,-9.93,Trachybasalt,16.19,82.24,59.00
s_IB1604 [12148],ICELAND / ICELAND,65.13,-13.95,NOT GIVEN [12148],13.29,82.50,9.23
s_LTLV-07 [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.38,83.00,2.20
s_LTLV-01B [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.32,83.00,2.50
s_IT3A [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.92,BASALT [4593],15.39,84.00,0.00
s_OR231 [4594] / s_OR-231 [14498],ICELAND / ICELAND / ÷RAEFAJ÷KULL,64.03,-16.68,"BASALT [4594] / BASALT, THOLEIITIC [6661] / NOT GIVEN [14498]",16.00,84.00,6.00
s_H125 [9565],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.89,-16.93,"THOLEIITE, QUARTZ [9565]",15.29,85.00,2.30
s_LTLV-11 [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.50,85.00,2.30
s_LTLV-12 [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.22,85.00,3.50
s_111 [216] / s_KAH 111 [18020],HAWAIIAN ISLANDS / KAHOOLAWE / POST-SHIELD STAGE,20.50,-156.67,"BASALT, TRANSITIONAL [216]",14.86,85.00,15.00
s_E97127 [6186] / s_E97-127 [6186],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.02,-91.55,BASALT [6186],15.62,85.00,17.10
s_I2205 [12148],ICELAND / ICELAND,65.18,-14.11,NOT GIVEN [12148],13.78,85.50,5.26
RRT10,Rurutu,-22.42,-151.33,,14.23,85.71,27.52
s_LTLV-10 [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.38,86.00,2.30
s_LTLV-01 [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.42,86.00,2.70
s_H17 [9565],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,66.10,-16.91,"THOLEIITE, QUARTZ [9565] / NOT GIVEN [20356]",14.94,86.00,3.10
s_U10 S [6967],SAMOAN ISLANDS / UPOLU / SALANI SERIES,-13.84,-171.74,BASALT [6967],15.15,86.00,33.70
s_115-107 [5653],CAPE VERDE ISLANDS / SAO VICENTE / INTERMEDIATE VOLCANICS,14.90,-24.30,NEPHELINITE [5653],12.25,86.50,38.90
s_303905 [1475] / s_303905ACIDWASHED [851],CANARY ISLANDS / GRAN CANARIA,28.00,-15.60,THOLEIITE [1475],15.03,87.00,1.05
s_I1505 [12148],ICELAND / ICELAND,65.02,-13.69,NOT GIVEN [12148],13.56,87.90,7.77
s_LTLV-08 [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.46,88.00,2.60
s_39 [216] / s_KAH 39 [18020],HAWAIIAN ISLANDS / KAHOOLAWE / POST-SHIELD STAGE,20.50,-156.67,"BASALT, TRANSITIONAL [216]",14.71,88.00,12.00
s_129 [216] / s_KAH 129 [18020],HAWAIIAN ISLANDS / KAHOOLAWE / POST-SHIELD STAGE,20.50,-156.67,HAWAIITE [216],15.73,88.00,14.00
s_TF94 [1501],CANARY ISLANDS / TENERIFE,28.30,-16.60,BASALT [1501],14.76,88.00,35.00
s_TDC58 [521],TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.05,-12.30,"BASANITE, ANKARAMITIC [521]",13.73,88.00,42.00
s_ES15-49 [24087],GALAPAGOS ISLANDS / ESPANOLA (HOOD),-1.37,-89.74,BASALT [24087],16.53,88.26,10.85
s_IB1603 [12148],ICELAND / ICELAND,65.13,-13.95,NOT GIVEN [12148],13.61,88.50,8.87
s_9383 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE / THEISTAREYKIR FLOW,65.80,-16.97,"BASALT [4593] / THOLEIITE, OLIVINE [6174] / NOT GIVEN [4016] / THOLEIITE [16172]",16.61,89.00,1.90
s_LTLV-03 [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.14,89.00,2.70
s_LTLV-09A [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.24,89.00,2.80
s_LTLV-09D [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.32,89.00,2.80
s_LTLV-09B [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.28,89.00,2.90
s_81-18 [999],KERGUELEN / KERGUELEN ARCHIPELAGO / SHIELD STAGE,-49.00,69.00,"BASALT, TRANSITIONAL [999] / BASALT [997]",18.30,89.00,9.00
s_02AKA-7 [14053],HAWAIIAN ISLANDS / HAWAII / KOHALA / POST-SHIELD STAGE,20.21,-155.83,BASALT [14053],14.04,89.00,11.60
s_F-21 [7508],CAPE VERDE ISLANDS / FOGO,14.92,-24.29,NOT GIVEN [7508],14.56,89.00,51.80
s_IC-32 [2260],ICELAND / ICELAND,64.20,-19.50,BASALT [2260],15.59,89.03,17.40
s_I1314 [12148],ICELAND / ICELAND,64.69,-14.67,NOT GIVEN [12148],13.26,89.10,9.87
s_LTLV-06 [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],14.99,90.00,2.60
s_RR11 [811],AUSTRAL-COOK ISLANDS / RURUTU / OLD TUBUAI-TREND LAVAS,-22.42,-151.33,BASALT [811],13.40,90.00,11.00
s_GM92-52 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.50,"BASALT, TRANSITIONAL [973] / BASALT [5176]",15.76,90.00,11.20
s_SG93-12 [10282],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / CERRO AZUL,-0.79,-91.43,BASALT [10282],14.34,90.00,14.91
s_111725 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17.00,-25.00,BASANITE [8504],13.67,90.00,50.00
s_F14ñ6 [21239],CAPE VERDE ISLANDS / FOGO / AD 2014 ERUPTION,14.90,-24.35,TEPHRITE [21239],15.35,90.00,58.00
s_I1406 [12148],ICELAND / ICELAND,64.65,-14.46,NOT GIVEN [12148],15.29,90.20,6.48
RRT32,Rurutu,-22.42,-151.33,,15.77,90.77,4.78
"s_75-530A-107-1,48-50 [1253]",WALVIS RIDGE / EASTERN WALVIS RIDGE PROVINCE / SITE 530,-19.19,9.39,BASALT [1253],16.52,91.00,1.90
s_LTLV-09E [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.26,91.00,2.80
s_93-471 [10516],KERGUELEN / MOUNT CAPITOLE,-48.55,68.50,BASALT [10516],15.91,91.00,8.60
s_ZM63 [726],CAPE VERDE ISLANDS / MAIO / PENOSO FORMATION,15.15,-23.20,NEPHELINITE [726],12.95,91.00,12.00
s_116512 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.57,-17.81,BASANITE [8459],15.16,91.00,38.50
s_IB2205 [12148],ICELAND / ICELAND,65.16,-14.23,NOT GIVEN [12148],13.72,91.20,0.76
s_IB2107 [12148],ICELAND / ICELAND,65.05,-15.03,NOT GIVEN [12148],13.31,91.20,3.32
s_I2102 [12148],ICELAND / ICELAND,64.88,-15.39,NOT GIVEN [12148],13.38,91.70,5.48
s_LTLV-09C [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.03,92.00,3.00
s_J2-14-10 [9393],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE,19.35,-155.93,THOLEIITE [9393],13.59,92.00,8.70
s_GM92-50 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.50,"BASALT, TRANSITIONAL [973]",15.81,92.00,10.50
s_OW-95A [14135],HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER,21.44,-158.10,"BASALT, THOLEIITIC [14135]",13.08,92.00,16.00
s_RRT-32 [1191] / s_RRT032-TE42 [24718],AUSTRAL-COOK ISLANDS / RURUTU / OLD TUBUAI-TREND LAVAS,-22.42,-151.33,"THOLEIITE [1191] / BASALT, ALKALINE [24718] / BASALT [811]",15.77,92.09,5.31
s_I2104 [12148],ICELAND / ICELAND,64.90,-15.37,NOT GIVEN [12148],13.32,92.30,6.10
s_M30 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.21,57.67,NOT GIVEN [15682],16.14,92.70,36.10
s_I101 [18177],ICELAND / ICELAND / ÷RAEFAJ÷KULL,63.88,-16.61,BASALT [18177],17.56,93.00,2.62
s_SN-1 [606],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.78,-91.03,BASALT [606],13.77,93.00,13.40
s_A20_UNLEACHED [856],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI/HOGARZALES FORMATIONS,28.00,-15.60,BASALT [856],15.51,93.00,20.70
s_SE [856],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI/HOGARZALES FORMATIONS,28.00,-15.60,BASALT [856],13.94,93.00,21.50
s_BY96-41 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT DES RUCHES,-48.87,68.96,BASALT [5177],15.07,93.00,29.00
s_A13 [856],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI/HOGARZALES FORMATIONS,28.00,-15.60,BASALT [856],12.86,93.00,42.70
s_80-71 [999],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.50,"BASALT, ALKALINE [999] / BASALT [997]",14.35,93.00,74.00
s_I1606 [12148],ICELAND / ICELAND,65.15,-13.65,NOT GIVEN [12148],16.42,93.70,11.70
"s_75-530A-108-2,10-12 [1253]",WALVIS RIDGE / EASTERN WALVIS RIDGE PROVINCE / SITE 530,-19.19,9.39,BASALT [1253],15.44,94.00,15.40
s_BY96-42 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT DES RUCHES,-48.87,68.96,BASALT [5177],15.12,94.00,27.90
s_MU6A [7933] / s_MU 06A [20464],SOCIETY ISLANDS / MAUPITI / SHIELD STAGE,-16.42,-152.26,HAWAIITE [7933],15.05,94.00,52.30
s_T10 [856],CANARY ISLANDS / GRAN CANARIA / GUIGUI/HOGARZALES FORMATIONS / SHIELD STAGE,28.00,-15.60,BASALT [856],13.73,95.00,24.40
T557,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,ol basalt,13.47,95.00,38.00
s_94116 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE / THEISTAREYKIR FLOW,65.80,-16.97,BASALT [4593] / PICRITE [6174] / NOT GIVEN [4016],14.83,96.00,2.13
s_H2 [9565],ICELAND / ICELAND,63.95,-17.59,"THOLEIITE, QUARTZ [9565]",14.28,96.00,9.50
"s_121-757C-12R-2,0-5 [998] / s_121-757C-12R-2,0-5 (F18) [19647]",NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 757,-17.023,88.03,BASALT [998],18.36,96,20
s_3/24.01 [520],TRISTAN DA CUNHA GROUP / INACCESSIBLE,-37.32,-12.73,"BASALT, ALKALINE [520]",16.40,96.00,43.00
s_115-109 [5653],CAPE VERDE ISLANDS / SAO VICENTE / INTERMEDIATE VOLCANICS,14.90,-24.30,NEPHELINITE [5653],12.25,96.50,59.20
s_I1504 [12148],ICELAND / ICELAND,65.03,-13.61,NOT GIVEN [12148],14.19,96.70,8.42
s_D5-18 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / MAIN SHIELD STAGE / KOOLAU SERIES,22.00,-157.04,NOT GIVEN [11395],13.33,96.70,10.40
s_LTLV-04 [17670],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.88,-16.84,BASALT [17670],15.42,97.00,2.00
s_H7 [9565],ICELAND / ICELAND / BARDARBUNGA/VEIDIV÷TN / EASTERN ICELAND RIFT ZONE,64.11,-18.83,"THOLEIITE, QUARTZ [9565]",14.78,97.00,3.70
s_D57A [11695],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.16,-91.13,BASALT [11695],13.32,97.00,11.00
s_111751 [8504],CAPE VERDE ISLANDS / SAO ANTAO / OLDER VOLCANICS (SAO ANTAO),17.00,-25.00,BASANITE [8504],14.46,97.00,29.00
T349,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,ol basalt,14.15,97.00,55.00
s_I1411 [12148],ICELAND / ICELAND,64.63,-14.83,NOT GIVEN [12148],14.30,97.30,5.24
s_I2111 [12148],ICELAND / ICELAND,65.06,-14.97,NOT GIVEN [12148],12.84,97.30,7.05
s_G192-16 [10282],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ALCEDO,-0.39,-91.22,THOLEIITE [10282],14.00,98.00,7.94
s_86KA5 [336] / s_86KA-5 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / POST-SHIELD STAGE / MAKAWELI FORMATION,22.01,-159.61,HAWAIITE [336] / NOT GIVEN [19774],15.40,98.00,30.68
T167,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,"ol basalt, lc",14.05,98.00,58.00
s_M39 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.14,57.55,NOT GIVEN [15682],14.57,98.50,24.40
s_G192-17 [10282],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / DARWIN VOLCANO,-0.29,-91.35,BASALT [10282] / THOLEIITE [1497],16.61,99.00,4.72
"s_121-757C-12R-1,100-104 [998] / s_121-757C-12R-1,100-104 (F18) [19647]",NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 757,-17.023,88.03,BASALT [998],18.58,99,7.8
s_RU-6 [452],AUSTRAL-COOK ISLANDS / RURUTU,-22.42,-151.33,"BASALT, OLIVINE [452]",17.60,99.00,11.00
"s_121-757C-12R-4,24-29 [998] / s_121-757C-12R-4,24-29 (F19) [19647]",NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 757,-17.023,88.03,BASALT [998],19.42,99,14.4
s_24-8 [1182],MARQUESAS / UA POU,-9.42,-140.00,BASANITE [1182],15.47,99.00,91.00
s_315 [13086] / s_121-315 [14545],CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION,15.14,-23.69,BASANITE [13086],14.32,100.00,14.00
s_T32 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.22,-169.44,BASALT [6967],13.50,100.00,19.00
s_02AHU-7 [14053],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.75,-155.97,BASALT [14053],14.41,100.00,27.60
s_G8 [582] / s_G-8 [174],GOUGH CHAIN / GOUGH,-40.32,-9.92,"BASALT, OLIVINE [582] / BASALT [174]",16.79,100.00,55.00
s_75NII-65  [19774],HAWAIIAN ISLANDS / NIIHAU / SHIELD STAGE / PANIAU UNIT,21.87,-160.16,NOT GIVEN [19774],14.11,101.00,5.19
s_SN91-60 [10282],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.94,-90.94,"BASALT [10282] / BASALT, TRANSITIONAL [600]",14.13,101.00,9.80
T6,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,alkali ol basalt,13.89,101.00,44.00
s_I2116 [12148],ICELAND / ICELAND,65.12,-14.78,NOT GIVEN [12148],13.61,103.00,4.57
s_HO-19 [313],HAWAIIAN ISLANDS / MAUI / HALEAKALA / SHIELD STAGE / HONOMANU SERIES,20.72,-156.17,"BASALT, ALKALINE [313] / BASALT [2820]",14.71,103.00,4.70
s_D116.0 [789],MARQUESAS / EIAO,-8.00,-140.67,"THOLEIITE, OLIVINE [789]",14.61,103.00,8.00
